"Notes"	"Cause of death"	"Cause of death Code"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Drowning and submersion while in swimming-pool"	"W67"	"Louisiana"	"22"	"2020 "	"2020"	18	4645318	Unreliable
	"Drowning and submersion while in swimming-pool"	"W67"	"Michigan"	"26"	"2020 "	"2020"	10	9966555	Unreliable
	"Drowning and submersion while in swimming-pool"	"W67"	"Mississippi"	"28"	"2020 "	"2020"	11	2966786	Unreliable
	"Drowning and submersion while in swimming-pool"	"W67"	"Nevada"	"32"	"2020 "	"2020"	13	3138259	Unreliable
	"Drowning and submersion while in swimming-pool"	"W67"	"New Jersey"	"34"	"2020 "	"2020"	18	8882371	Unreliable
	"Drowning and submersion while in swimming-pool"	"W67"	"New York"	"36"	"2020 "	"2020"	29	19336776	0.1
	"Drowning and submersion while in swimming-pool"	"W67"	"Ohio"	"39"	"2020 "	"2020"	21	11693217	0.2
	"Drowning and submersion while in swimming-pool"	"W67"	"Oklahoma"	"40"	"2020 "	"2020"	12	3980783	Unreliable
	"Drowning and submersion while in swimming-pool"	"W67"	"Pennsylvania"	"42"	"2020 "	"2020"	15	12783254	Unreliable
	"Drowning and submersion while in swimming-pool"	"W67"	"South Carolina"	"45"	"2020 "	"2020"	10	5218040	Unreliable
	"Drowning and submersion while in swimming-pool"	"W67"	"Texas"	"48"	"2020 "	"2020"	83	29360759	0.3
	"Drowning and submersion while in swimming-pool"	"W67"	"Virginia"	"51"	"2020 "	"2020"	13	8590563	Unreliable
	"Drowning and submersion following fall into swimming-pool"	"W68"	"Florida"	"12"	"2020 "	"2020"	12	21733312	Unreliable
	"Drowning and submersion while in natural water"	"W69"	"Alabama"	"01"	"2020 "	"2020"	31	4921532	0.6
	"Drowning and submersion while in natural water"	"W69"	"Arizona"	"04"	"2020 "	"2020"	17	7421401	Unreliable
	"Drowning and submersion while in natural water"	"W69"	"Arkansas"	"05"	"2020 "	"2020"	27	3030522	0.9
	"Drowning and submersion while in natural water"	"W69"	"California"	"06"	"2020 "	"2020"	169	39368078	0.4
	"Drowning and submersion while in natural water"	"W69"	"Colorado"	"08"	"2020 "	"2020"	20	5807719	0.3
	"Drowning and submersion while in natural water"	"W69"	"Connecticut"	"09"	"2020 "	"2020"	14	3557006	Unreliable
	"Drowning and submersion while in natural water"	"W69"	"Florida"	"12"	"2020 "	"2020"	183	21733312	0.8
	"Drowning and submersion while in natural water"	"W69"	"Georgia"	"13"	"2020 "	"2020"	61	10710017	0.6
	"Drowning and submersion while in natural water"	"W69"	"Hawaii"	"15"	"2020 "	"2020"	33	1407006	2.3
	"Drowning and submersion while in natural water"	"W69"	"Idaho"	"16"	"2020 "	"2020"	16	1826913	Unreliable
	"Drowning and submersion while in natural water"	"W69"	"Illinois"	"17"	"2020 "	"2020"	64	12587530	0.5
	"Drowning and submersion while in natural water"	"W69"	"Indiana"	"18"	"2020 "	"2020"	32	6754953	0.5
	"Drowning and submersion while in natural water"	"W69"	"Iowa"	"19"	"2020 "	"2020"	18	3163561	Unreliable
	"Drowning and submersion while in natural water"	"W69"	"Kansas"	"20"	"2020 "	"2020"	10	2913805	Unreliable
	"Drowning and submersion while in natural water"	"W69"	"Kentucky"	"21"	"2020 "	"2020"	25	4477251	0.6
	"Drowning and submersion while in natural water"	"W69"	"Louisiana"	"22"	"2020 "	"2020"	41	4645318	0.9
	"Drowning and submersion while in natural water"	"W69"	"Maine"	"23"	"2020 "	"2020"	10	1350141	Unreliable
	"Drowning and submersion while in natural water"	"W69"	"Maryland"	"24"	"2020 "	"2020"	33	6055802	0.5
	"Drowning and submersion while in natural water"	"W69"	"Massachusetts"	"25"	"2020 "	"2020"	27	6893574	0.4
	"Drowning and submersion while in natural water"	"W69"	"Michigan"	"26"	"2020 "	"2020"	70	9966555	0.7
	"Drowning and submersion while in natural water"	"W69"	"Minnesota"	"27"	"2020 "	"2020"	36	5657342	0.6
	"Drowning and submersion while in natural water"	"W69"	"Mississippi"	"28"	"2020 "	"2020"	23	2966786	0.8
	"Drowning and submersion while in natural water"	"W69"	"Missouri"	"29"	"2020 "	"2020"	33	6151548	0.5
	"Drowning and submersion while in natural water"	"W69"	"Montana"	"30"	"2020 "	"2020"	10	1080577	Unreliable
	"Drowning and submersion while in natural water"	"W69"	"Nevada"	"32"	"2020 "	"2020"	15	3138259	Unreliable
	"Drowning and submersion while in natural water"	"W69"	"New Jersey"	"34"	"2020 "	"2020"	36	8882371	0.4
	"Drowning and submersion while in natural water"	"W69"	"New Mexico"	"35"	"2020 "	"2020"	14	2106319	Unreliable
	"Drowning and submersion while in natural water"	"W69"	"New York"	"36"	"2020 "	"2020"	87	19336776	0.4
	"Drowning and submersion while in natural water"	"W69"	"North Carolina"	"37"	"2020 "	"2020"	69	10600823	0.7
	"Drowning and submersion while in natural water"	"W69"	"Ohio"	"39"	"2020 "	"2020"	71	11693217	0.6
	"Drowning and submersion while in natural water"	"W69"	"Oklahoma"	"40"	"2020 "	"2020"	41	3980783	1.0
	"Drowning and submersion while in natural water"	"W69"	"Oregon"	"41"	"2020 "	"2020"	36	4241507	0.8
	"Drowning and submersion while in natural water"	"W69"	"Pennsylvania"	"42"	"2020 "	"2020"	49	12783254	0.4
	"Drowning and submersion while in natural water"	"W69"	"South Carolina"	"45"	"2020 "	"2020"	40	5218040	0.8
	"Drowning and submersion while in natural water"	"W69"	"Tennessee"	"47"	"2020 "	"2020"	66	6886834	1.0
	"Drowning and submersion while in natural water"	"W69"	"Texas"	"48"	"2020 "	"2020"	193	29360759	0.7
	"Drowning and submersion while in natural water"	"W69"	"Utah"	"49"	"2020 "	"2020"	14	3249879	Unreliable
	"Drowning and submersion while in natural water"	"W69"	"Virginia"	"51"	"2020 "	"2020"	46	8590563	0.5
	"Drowning and submersion while in natural water"	"W69"	"Washington"	"53"	"2020 "	"2020"	57	7693612	0.7
	"Drowning and submersion while in natural water"	"W69"	"West Virginia"	"54"	"2020 "	"2020"	12	1784787	Unreliable
	"Drowning and submersion while in natural water"	"W69"	"Wisconsin"	"55"	"2020 "	"2020"	42	5832655	0.7
	"Drowning and submersion following fall into natural water"	"W70"	"California"	"06"	"2020 "	"2020"	15	39368078	Unreliable
	"Drowning and submersion following fall into natural water"	"W70"	"Florida"	"12"	"2020 "	"2020"	12	21733312	Unreliable
	"Drowning and submersion following fall into natural water"	"W70"	"Georgia"	"13"	"2020 "	"2020"	10	10710017	Unreliable
	"Drowning and submersion following fall into natural water"	"W70"	"Texas"	"48"	"2020 "	"2020"	10	29360759	Unreliable
	"Drowning and submersion following fall into natural water"	"W70"	"Wisconsin"	"55"	"2020 "	"2020"	11	5832655	Unreliable
	"Other specified drowning and submersion"	"W73"	"California"	"06"	"2020 "	"2020"	17	39368078	Unreliable
	"Other specified drowning and submersion"	"W73"	"Colorado"	"08"	"2020 "	"2020"	10	5807719	Unreliable
	"Other specified drowning and submersion"	"W73"	"Florida"	"12"	"2020 "	"2020"	34	21733312	0.2
	"Other specified drowning and submersion"	"W73"	"Texas"	"48"	"2020 "	"2020"	12	29360759	Unreliable
	"Unspecified drowning and submersion"	"W74"	"Alabama"	"01"	"2020 "	"2020"	12	4921532	Unreliable
	"Unspecified drowning and submersion"	"W74"	"California"	"06"	"2020 "	"2020"	41	39368078	0.1
	"Unspecified drowning and submersion"	"W74"	"Colorado"	"08"	"2020 "	"2020"	10	5807719	Unreliable
	"Unspecified drowning and submersion"	"W74"	"Florida"	"12"	"2020 "	"2020"	39	21733312	0.2
	"Unspecified drowning and submersion"	"W74"	"Illinois"	"17"	"2020 "	"2020"	11	12587530	Unreliable
	"Unspecified drowning and submersion"	"W74"	"Indiana"	"18"	"2020 "	"2020"	22	6754953	0.3
	"Unspecified drowning and submersion"	"W74"	"Kentucky"	"21"	"2020 "	"2020"	18	4477251	Unreliable
	"Unspecified drowning and submersion"	"W74"	"Louisiana"	"22"	"2020 "	"2020"	22	4645318	0.5
	"Unspecified drowning and submersion"	"W74"	"Maryland"	"24"	"2020 "	"2020"	11	6055802	Unreliable
	"Unspecified drowning and submersion"	"W74"	"Nevada"	"32"	"2020 "	"2020"	11	3138259	Unreliable
	"Unspecified drowning and submersion"	"W74"	"New Jersey"	"34"	"2020 "	"2020"	11	8882371	Unreliable
	"Unspecified drowning and submersion"	"W74"	"New York"	"36"	"2020 "	"2020"	20	19336776	0.1
	"Unspecified drowning and submersion"	"W74"	"North Carolina"	"37"	"2020 "	"2020"	17	10600823	Unreliable
	"Unspecified drowning and submersion"	"W74"	"Ohio"	"39"	"2020 "	"2020"	16	11693217	Unreliable
	"Unspecified drowning and submersion"	"W74"	"Oklahoma"	"40"	"2020 "	"2020"	11	3980783	Unreliable
	"Unspecified drowning and submersion"	"W74"	"Pennsylvania"	"42"	"2020 "	"2020"	10	12783254	Unreliable
	"Unspecified drowning and submersion"	"W74"	"South Carolina"	"45"	"2020 "	"2020"	19	5218040	Unreliable
	"Unspecified drowning and submersion"	"W74"	"Tennessee"	"47"	"2020 "	"2020"	10	6886834	Unreliable
	"Unspecified drowning and submersion"	"W74"	"Texas"	"48"	"2020 "	"2020"	68	29360759	0.2
	"Unspecified drowning and submersion"	"W74"	"Virginia"	"51"	"2020 "	"2020"	11	8590563	Unreliable
	"Accidental suffocation and strangulation in bed"	"W75"	"Alabama"	"01"	"2020 "	"2020"	18	4921532	Unreliable
	"Accidental suffocation and strangulation in bed"	"W75"	"Arizona"	"04"	"2020 "	"2020"	13	7421401	Unreliable
	"Accidental suffocation and strangulation in bed"	"W75"	"California"	"06"	"2020 "	"2020"	38	39368078	0.1
	"Accidental suffocation and strangulation in bed"	"W75"	"Colorado"	"08"	"2020 "	"2020"	22	5807719	0.4
	"Accidental suffocation and strangulation in bed"	"W75"	"Florida"	"12"	"2020 "	"2020"	82	21733312	0.4
	"Accidental suffocation and strangulation in bed"	"W75"	"Georgia"	"13"	"2020 "	"2020"	37	10710017	0.3
	"Accidental suffocation and strangulation in bed"	"W75"	"Illinois"	"17"	"2020 "	"2020"	45	12587530	0.4
	"Accidental suffocation and strangulation in bed"	"W75"	"Indiana"	"18"	"2020 "	"2020"	39	6754953	0.6
	"Accidental suffocation and strangulation in bed"	"W75"	"Kansas"	"20"	"2020 "	"2020"	17	2913805	Unreliable
	"Accidental suffocation and strangulation in bed"	"W75"	"Kentucky"	"21"	"2020 "	"2020"	20	4477251	0.4
	"Accidental suffocation and strangulation in bed"	"W75"	"Louisiana"	"22"	"2020 "	"2020"	58	4645318	1.2
	"Accidental suffocation and strangulation in bed"	"W75"	"Michigan"	"26"	"2020 "	"2020"	77	9966555	0.8
	"Accidental suffocation and strangulation in bed"	"W75"	"Minnesota"	"27"	"2020 "	"2020"	32	5657342	0.6
	"Accidental suffocation and strangulation in bed"	"W75"	"Mississippi"	"28"	"2020 "	"2020"	13	2966786	Unreliable
	"Accidental suffocation and strangulation in bed"	"W75"	"Missouri"	"29"	"2020 "	"2020"	43	6151548	0.7
	"Accidental suffocation and strangulation in bed"	"W75"	"Nebraska"	"31"	"2020 "	"2020"	12	1937552	Unreliable
	"Accidental suffocation and strangulation in bed"	"W75"	"Nevada"	"32"	"2020 "	"2020"	10	3138259	Unreliable
	"Accidental suffocation and strangulation in bed"	"W75"	"New York"	"36"	"2020 "	"2020"	36	19336776	0.2
	"Accidental suffocation and strangulation in bed"	"W75"	"North Carolina"	"37"	"2020 "	"2020"	28	10600823	0.3
	"Accidental suffocation and strangulation in bed"	"W75"	"Ohio"	"39"	"2020 "	"2020"	57	11693217	0.5
	"Accidental suffocation and strangulation in bed"	"W75"	"Oklahoma"	"40"	"2020 "	"2020"	18	3980783	Unreliable
	"Accidental suffocation and strangulation in bed"	"W75"	"Oregon"	"41"	"2020 "	"2020"	11	4241507	Unreliable
	"Accidental suffocation and strangulation in bed"	"W75"	"Pennsylvania"	"42"	"2020 "	"2020"	26	12783254	0.2
	"Accidental suffocation and strangulation in bed"	"W75"	"South Carolina"	"45"	"2020 "	"2020"	25	5218040	0.5
	"Accidental suffocation and strangulation in bed"	"W75"	"South Dakota"	"46"	"2020 "	"2020"	11	892717	Unreliable
	"Accidental suffocation and strangulation in bed"	"W75"	"Tennessee"	"47"	"2020 "	"2020"	39	6886834	0.6
	"Accidental suffocation and strangulation in bed"	"W75"	"Texas"	"48"	"2020 "	"2020"	53	29360759	0.2
	"Accidental suffocation and strangulation in bed"	"W75"	"Virginia"	"51"	"2020 "	"2020"	18	8590563	Unreliable
	"Accidental suffocation and strangulation in bed"	"W75"	"Washington"	"53"	"2020 "	"2020"	21	7693612	0.3
	"Accidental suffocation and strangulation in bed"	"W75"	"Wisconsin"	"55"	"2020 "	"2020"	23	5832655	0.4
	"Other accidental hanging and strangulation"	"W76"	"California"	"06"	"2020 "	"2020"	18	39368078	Unreliable
	"Other accidental hanging and strangulation"	"W76"	"Illinois"	"17"	"2020 "	"2020"	10	12587530	Unreliable
	"Other accidental hanging and strangulation"	"W76"	"Michigan"	"26"	"2020 "	"2020"	11	9966555	Unreliable
	"Other accidental hanging and strangulation"	"W76"	"North Carolina"	"37"	"2020 "	"2020"	10	10600823	Unreliable
	"Other accidental hanging and strangulation"	"W76"	"Ohio"	"39"	"2020 "	"2020"	10	11693217	Unreliable
	"Other accidental hanging and strangulation"	"W76"	"Pennsylvania"	"42"	"2020 "	"2020"	12	12783254	Unreliable
	"Other accidental hanging and strangulation"	"W76"	"Texas"	"48"	"2020 "	"2020"	20	29360759	0.1
	"Inhalation of gastric contents"	"W78"	"Arkansas"	"05"	"2020 "	"2020"	10	3030522	Unreliable
	"Inhalation of gastric contents"	"W78"	"California"	"06"	"2020 "	"2020"	36	39368078	0.1
	"Inhalation of gastric contents"	"W78"	"Florida"	"12"	"2020 "	"2020"	18	21733312	Unreliable
	"Inhalation of gastric contents"	"W78"	"Illinois"	"17"	"2020 "	"2020"	12	12587530	Unreliable
	"Inhalation of gastric contents"	"W78"	"Louisiana"	"22"	"2020 "	"2020"	10	4645318	Unreliable
	"Inhalation of gastric contents"	"W78"	"Mississippi"	"28"	"2020 "	"2020"	12	2966786	Unreliable
	"Inhalation of gastric contents"	"W78"	"New York"	"36"	"2020 "	"2020"	19	19336776	Unreliable
	"Inhalation of gastric contents"	"W78"	"North Carolina"	"37"	"2020 "	"2020"	11	10600823	Unreliable
	"Inhalation of gastric contents"	"W78"	"Ohio"	"39"	"2020 "	"2020"	13	11693217	Unreliable
	"Inhalation of gastric contents"	"W78"	"Pennsylvania"	"42"	"2020 "	"2020"	13	12783254	Unreliable
	"Inhalation of gastric contents"	"W78"	"South Carolina"	"45"	"2020 "	"2020"	10	5218040	Unreliable
	"Inhalation of gastric contents"	"W78"	"Texas"	"48"	"2020 "	"2020"	29	29360759	0.1
	"Inhalation of gastric contents"	"W78"	"Washington"	"53"	"2020 "	"2020"	10	7693612	Unreliable
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Alabama"	"01"	"2020 "	"2020"	17	4921532	Unreliable
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Arizona"	"04"	"2020 "	"2020"	35	7421401	0.5
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Arkansas"	"05"	"2020 "	"2020"	18	3030522	Unreliable
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"California"	"06"	"2020 "	"2020"	173	39368078	0.4
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Colorado"	"08"	"2020 "	"2020"	27	5807719	0.5
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Connecticut"	"09"	"2020 "	"2020"	20	3557006	0.6
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Florida"	"12"	"2020 "	"2020"	113	21733312	0.5
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Georgia"	"13"	"2020 "	"2020"	34	10710017	0.3
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Illinois"	"17"	"2020 "	"2020"	76	12587530	0.6
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Indiana"	"18"	"2020 "	"2020"	29	6754953	0.4
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Iowa"	"19"	"2020 "	"2020"	11	3163561	Unreliable
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Kansas"	"20"	"2020 "	"2020"	19	2913805	Unreliable
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Kentucky"	"21"	"2020 "	"2020"	16	4477251	Unreliable
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Louisiana"	"22"	"2020 "	"2020"	26	4645318	0.6
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Maryland"	"24"	"2020 "	"2020"	29	6055802	0.5
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Massachusetts"	"25"	"2020 "	"2020"	29	6893574	0.4
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Michigan"	"26"	"2020 "	"2020"	56	9966555	0.6
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Minnesota"	"27"	"2020 "	"2020"	50	5657342	0.9
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Mississippi"	"28"	"2020 "	"2020"	20	2966786	0.7
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Missouri"	"29"	"2020 "	"2020"	30	6151548	0.5
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Nebraska"	"31"	"2020 "	"2020"	18	1937552	Unreliable
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"New Jersey"	"34"	"2020 "	"2020"	28	8882371	0.3
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"New Mexico"	"35"	"2020 "	"2020"	12	2106319	Unreliable
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"New York"	"36"	"2020 "	"2020"	61	19336776	0.3
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"North Carolina"	"37"	"2020 "	"2020"	41	10600823	0.4
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Ohio"	"39"	"2020 "	"2020"	57	11693217	0.5
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Oklahoma"	"40"	"2020 "	"2020"	15	3980783	Unreliable
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Oregon"	"41"	"2020 "	"2020"	19	4241507	Unreliable
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Pennsylvania"	"42"	"2020 "	"2020"	77	12783254	0.6
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"South Carolina"	"45"	"2020 "	"2020"	28	5218040	0.5
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Tennessee"	"47"	"2020 "	"2020"	38	6886834	0.6
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Texas"	"48"	"2020 "	"2020"	116	29360759	0.4
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Utah"	"49"	"2020 "	"2020"	13	3249879	Unreliable
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Virginia"	"51"	"2020 "	"2020"	43	8590563	0.5
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Washington"	"53"	"2020 "	"2020"	39	7693612	0.5
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"West Virginia"	"54"	"2020 "	"2020"	14	1784787	Unreliable
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Wisconsin"	"55"	"2020 "	"2020"	40	5832655	0.7
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Alabama"	"01"	"2020 "	"2020"	57	4921532	1.2
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Alaska"	"02"	"2020 "	"2020"	11	731158	Unreliable
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Arizona"	"04"	"2020 "	"2020"	30	7421401	0.4
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Arkansas"	"05"	"2020 "	"2020"	29	3030522	1.0
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"California"	"06"	"2020 "	"2020"	90	39368078	0.2
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Colorado"	"08"	"2020 "	"2020"	47	5807719	0.8
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Connecticut"	"09"	"2020 "	"2020"	57	3557006	1.6
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Florida"	"12"	"2020 "	"2020"	186	21733312	0.9
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Georgia"	"13"	"2020 "	"2020"	101	10710017	0.9
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Hawaii"	"15"	"2020 "	"2020"	24	1407006	1.7
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Idaho"	"16"	"2020 "	"2020"	17	1826913	Unreliable
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Illinois"	"17"	"2020 "	"2020"	122	12587530	1.0
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Indiana"	"18"	"2020 "	"2020"	82	6754953	1.2
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Iowa"	"19"	"2020 "	"2020"	34	3163561	1.1
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Kansas"	"20"	"2020 "	"2020"	45	2913805	1.5
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Kentucky"	"21"	"2020 "	"2020"	65	4477251	1.5
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Louisiana"	"22"	"2020 "	"2020"	73	4645318	1.6
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Maryland"	"24"	"2020 "	"2020"	61	6055802	1.0
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Massachusetts"	"25"	"2020 "	"2020"	112	6893574	1.6
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Michigan"	"26"	"2020 "	"2020"	87	9966555	0.9
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Minnesota"	"27"	"2020 "	"2020"	37	5657342	0.7
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Mississippi"	"28"	"2020 "	"2020"	39	2966786	1.3
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Missouri"	"29"	"2020 "	"2020"	80	6151548	1.3
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Montana"	"30"	"2020 "	"2020"	11	1080577	Unreliable
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Nebraska"	"31"	"2020 "	"2020"	21	1937552	1.1
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Nevada"	"32"	"2020 "	"2020"	16	3138259	Unreliable
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"New Hampshire"	"33"	"2020 "	"2020"	14	1366275	Unreliable
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"New Jersey"	"34"	"2020 "	"2020"	118	8882371	1.3
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"New York"	"36"	"2020 "	"2020"	118	19336776	0.6
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"North Carolina"	"37"	"2020 "	"2020"	115	10600823	1.1
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"North Dakota"	"38"	"2020 "	"2020"	23	765309	3.0
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Ohio"	"39"	"2020 "	"2020"	119	11693217	1.0
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Oklahoma"	"40"	"2020 "	"2020"	28	3980783	0.7
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Oregon"	"41"	"2020 "	"2020"	41	4241507	1.0
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Pennsylvania"	"42"	"2020 "	"2020"	235	12783254	1.8
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Rhode Island"	"44"	"2020 "	"2020"	17	1057125	Unreliable
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"South Carolina"	"45"	"2020 "	"2020"	70	5218040	1.3
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Tennessee"	"47"	"2020 "	"2020"	106	6886834	1.5
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Texas"	"48"	"2020 "	"2020"	233	29360759	0.8
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Utah"	"49"	"2020 "	"2020"	19	3249879	Unreliable
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Virginia"	"51"	"2020 "	"2020"	98	8590563	1.1
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Washington"	"53"	"2020 "	"2020"	60	7693612	0.8
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"West Virginia"	"54"	"2020 "	"2020"	20	1784787	1.1
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Wisconsin"	"55"	"2020 "	"2020"	59	5832655	1.0
	"Unspecified threat to breathing"	"W84"	"Arizona"	"04"	"2020 "	"2020"	12	7421401	Unreliable
	"Unspecified threat to breathing"	"W84"	"Arkansas"	"05"	"2020 "	"2020"	11	3030522	Unreliable
	"Unspecified threat to breathing"	"W84"	"California"	"06"	"2020 "	"2020"	29	39368078	0.1
	"Unspecified threat to breathing"	"W84"	"Colorado"	"08"	"2020 "	"2020"	17	5807719	Unreliable
	"Unspecified threat to breathing"	"W84"	"Florida"	"12"	"2020 "	"2020"	20	21733312	0.1
	"Unspecified threat to breathing"	"W84"	"Georgia"	"13"	"2020 "	"2020"	11	10710017	Unreliable
	"Unspecified threat to breathing"	"W84"	"Illinois"	"17"	"2020 "	"2020"	22	12587530	0.2
	"Unspecified threat to breathing"	"W84"	"Indiana"	"18"	"2020 "	"2020"	40	6754953	0.6
	"Unspecified threat to breathing"	"W84"	"Kentucky"	"21"	"2020 "	"2020"	14	4477251	Unreliable
	"Unspecified threat to breathing"	"W84"	"Louisiana"	"22"	"2020 "	"2020"	11	4645318	Unreliable
	"Unspecified threat to breathing"	"W84"	"Michigan"	"26"	"2020 "	"2020"	26	9966555	0.3
	"Unspecified threat to breathing"	"W84"	"Minnesota"	"27"	"2020 "	"2020"	20	5657342	0.4
	"Unspecified threat to breathing"	"W84"	"Missouri"	"29"	"2020 "	"2020"	23	6151548	0.4
	"Unspecified threat to breathing"	"W84"	"New York"	"36"	"2020 "	"2020"	20	19336776	0.1
	"Unspecified threat to breathing"	"W84"	"Ohio"	"39"	"2020 "	"2020"	21	11693217	0.2
	"Unspecified threat to breathing"	"W84"	"Pennsylvania"	"42"	"2020 "	"2020"	14	12783254	Unreliable
	"Unspecified threat to breathing"	"W84"	"South Carolina"	"45"	"2020 "	"2020"	14	5218040	Unreliable
	"Unspecified threat to breathing"	"W84"	"Tennessee"	"47"	"2020 "	"2020"	12	6886834	Unreliable
	"Unspecified threat to breathing"	"W84"	"Texas"	"48"	"2020 "	"2020"	24	29360759	0.1
