"Notes"	"Cause of death"	"Cause of death Code"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Hypertensive renal disease without renal failure"	"I12.9"	"Kentucky"	"21"	"2020 "	"2020"	12	4477251	Unreliable
	"Hypertensive renal disease without renal failure"	"I12.9"	"Louisiana"	"22"	"2020 "	"2020"	16	4645318	Unreliable
	"Hypertensive renal disease without renal failure"	"I12.9"	"Michigan"	"26"	"2020 "	"2020"	48	9966555	0.5
	"Hypertensive renal disease without renal failure"	"I12.9"	"Minnesota"	"27"	"2020 "	"2020"	11	5657342	Unreliable
	"Hypertensive renal disease without renal failure"	"I12.9"	"Mississippi"	"28"	"2020 "	"2020"	14	2966786	Unreliable
	"Hypertensive renal disease without renal failure"	"I12.9"	"Missouri"	"29"	"2020 "	"2020"	27	6151548	0.4
	"Hypertensive renal disease without renal failure"	"I12.9"	"New York"	"36"	"2020 "	"2020"	29	19336776	0.1
	"Hypertensive renal disease without renal failure"	"I12.9"	"North Carolina"	"37"	"2020 "	"2020"	21	10600823	0.2
	"Hypertensive renal disease without renal failure"	"I12.9"	"Ohio"	"39"	"2020 "	"2020"	28	11693217	0.2
	"Hypertensive renal disease without renal failure"	"I12.9"	"Pennsylvania"	"42"	"2020 "	"2020"	29	12783254	0.2
	"Hypertensive renal disease without renal failure"	"I12.9"	"South Carolina"	"45"	"2020 "	"2020"	24	5218040	0.5
	"Hypertensive renal disease without renal failure"	"I12.9"	"Tennessee"	"47"	"2020 "	"2020"	62	6886834	0.9
	"Hypertensive renal disease without renal failure"	"I12.9"	"Texas"	"48"	"2020 "	"2020"	89	29360759	0.3
	"Hypertensive renal disease without renal failure"	"I12.9"	"Virginia"	"51"	"2020 "	"2020"	19	8590563	Unreliable
	"Hypertensive renal disease without renal failure"	"I12.9"	"Washington"	"53"	"2020 "	"2020"	14	7693612	Unreliable
	"Hypertensive renal disease without renal failure"	"I12.9"	"Wisconsin"	"55"	"2020 "	"2020"	12	5832655	Unreliable
	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	"Alabama"	"01"	"2020 "	"2020"	88	4921532	1.8
	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	"Arkansas"	"05"	"2020 "	"2020"	14	3030522	Unreliable
	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	"California"	"06"	"2020 "	"2020"	68	39368078	0.2
	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	"Colorado"	"08"	"2020 "	"2020"	31	5807719	0.5
	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	"Connecticut"	"09"	"2020 "	"2020"	25	3557006	0.7
	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	"Florida"	"12"	"2020 "	"2020"	76	21733312	0.3
	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	"Georgia"	"13"	"2020 "	"2020"	25	10710017	0.2
	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	"Idaho"	"16"	"2020 "	"2020"	23	1826913	1.3
	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	"Illinois"	"17"	"2020 "	"2020"	52	12587530	0.4
	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	"Indiana"	"18"	"2020 "	"2020"	25	6754953	0.4
	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	"Iowa"	"19"	"2020 "	"2020"	11	3163561	Unreliable
	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	"Kentucky"	"21"	"2020 "	"2020"	42	4477251	0.9
	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	"Maryland"	"24"	"2020 "	"2020"	10	6055802	Unreliable
	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	"Massachusetts"	"25"	"2020 "	"2020"	16	6893574	Unreliable
	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	"Michigan"	"26"	"2020 "	"2020"	42	9966555	0.4
	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	"Minnesota"	"27"	"2020 "	"2020"	39	5657342	0.7
	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	"Missouri"	"29"	"2020 "	"2020"	27	6151548	0.4
	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	"New Jersey"	"34"	"2020 "	"2020"	10	8882371	Unreliable
	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	"New York"	"36"	"2020 "	"2020"	26	19336776	0.1
	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	"North Carolina"	"37"	"2020 "	"2020"	27	10600823	0.3
	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	"Ohio"	"39"	"2020 "	"2020"	53	11693217	0.5
	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	"Oregon"	"41"	"2020 "	"2020"	30	4241507	0.7
	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	"Pennsylvania"	"42"	"2020 "	"2020"	54	12783254	0.4
	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	"South Carolina"	"45"	"2020 "	"2020"	37	5218040	0.7
	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	"Tennessee"	"47"	"2020 "	"2020"	47	6886834	0.7
	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	"Texas"	"48"	"2020 "	"2020"	78	29360759	0.3
	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	"Virginia"	"51"	"2020 "	"2020"	34	8590563	0.4
	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	"Washington"	"53"	"2020 "	"2020"	26	7693612	0.3
	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	"Wisconsin"	"55"	"2020 "	"2020"	42	5832655	0.7
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"Alabama"	"01"	"2020 "	"2020"	56	4921532	1.1
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"Arizona"	"04"	"2020 "	"2020"	41	7421401	0.6
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"Arkansas"	"05"	"2020 "	"2020"	55	3030522	1.8
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"California"	"06"	"2020 "	"2020"	361	39368078	0.9
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"Colorado"	"08"	"2020 "	"2020"	59	5807719	1.0
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"Connecticut"	"09"	"2020 "	"2020"	28	3557006	0.8
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"Delaware"	"10"	"2020 "	"2020"	16	986809	Unreliable
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"District of Columbia"	"11"	"2020 "	"2020"	25	712816	3.5
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"Florida"	"12"	"2020 "	"2020"	273	21733312	1.3
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"Georgia"	"13"	"2020 "	"2020"	137	10710017	1.3
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"Hawaii"	"15"	"2020 "	"2020"	11	1407006	Unreliable
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"Illinois"	"17"	"2020 "	"2020"	101	12587530	0.8
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"Indiana"	"18"	"2020 "	"2020"	62	6754953	0.9
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"Iowa"	"19"	"2020 "	"2020"	16	3163561	Unreliable
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"Kansas"	"20"	"2020 "	"2020"	46	2913805	1.6
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"Kentucky"	"21"	"2020 "	"2020"	32	4477251	0.7
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"Louisiana"	"22"	"2020 "	"2020"	56	4645318	1.2
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"Maryland"	"24"	"2020 "	"2020"	82	6055802	1.4
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"Massachusetts"	"25"	"2020 "	"2020"	35	6893574	0.5
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"Michigan"	"26"	"2020 "	"2020"	165	9966555	1.7
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"Minnesota"	"27"	"2020 "	"2020"	32	5657342	0.6
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"Mississippi"	"28"	"2020 "	"2020"	88	2966786	3.0
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"Missouri"	"29"	"2020 "	"2020"	65	6151548	1.1
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"Nebraska"	"31"	"2020 "	"2020"	12	1937552	Unreliable
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"Nevada"	"32"	"2020 "	"2020"	36	3138259	1.1
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"New Jersey"	"34"	"2020 "	"2020"	47	8882371	0.5
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"New York"	"36"	"2020 "	"2020"	219	19336776	1.1
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"North Carolina"	"37"	"2020 "	"2020"	79	10600823	0.7
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"Ohio"	"39"	"2020 "	"2020"	137	11693217	1.2
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"Oklahoma"	"40"	"2020 "	"2020"	371	3980783	9.3
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"Oregon"	"41"	"2020 "	"2020"	12	4241507	Unreliable
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"Pennsylvania"	"42"	"2020 "	"2020"	96	12783254	0.8
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"South Carolina"	"45"	"2020 "	"2020"	72	5218040	1.4
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"Tennessee"	"47"	"2020 "	"2020"	163	6886834	2.4
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"Texas"	"48"	"2020 "	"2020"	331	29360759	1.1
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"Utah"	"49"	"2020 "	"2020"	17	3249879	Unreliable
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"Virginia"	"51"	"2020 "	"2020"	56	8590563	0.7
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"Washington"	"53"	"2020 "	"2020"	52	7693612	0.7
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"West Virginia"	"54"	"2020 "	"2020"	16	1784787	Unreliable
	"Hypertensive heart and renal disease with renal failure"	"I13.1"	"Wisconsin"	"55"	"2020 "	"2020"	56	5832655	1.0
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"Alabama"	"01"	"2020 "	"2020"	157	4921532	3.2
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"Arizona"	"04"	"2020 "	"2020"	121	7421401	1.6
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"Arkansas"	"05"	"2020 "	"2020"	57	3030522	1.9
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"California"	"06"	"2020 "	"2020"	687	39368078	1.7
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"Colorado"	"08"	"2020 "	"2020"	146	5807719	2.5
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"Connecticut"	"09"	"2020 "	"2020"	34	3557006	1.0
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"District of Columbia"	"11"	"2020 "	"2020"	16	712816	Unreliable
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"Florida"	"12"	"2020 "	"2020"	336	21733312	1.5
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"Georgia"	"13"	"2020 "	"2020"	155	10710017	1.4
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"Hawaii"	"15"	"2020 "	"2020"	22	1407006	1.6
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"Idaho"	"16"	"2020 "	"2020"	37	1826913	2.0
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"Illinois"	"17"	"2020 "	"2020"	281	12587530	2.2
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"Indiana"	"18"	"2020 "	"2020"	148	6754953	2.2
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"Iowa"	"19"	"2020 "	"2020"	73	3163561	2.3
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"Kansas"	"20"	"2020 "	"2020"	78	2913805	2.7
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"Kentucky"	"21"	"2020 "	"2020"	54	4477251	1.2
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"Louisiana"	"22"	"2020 "	"2020"	94	4645318	2.0
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"Maine"	"23"	"2020 "	"2020"	31	1350141	2.3
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"Maryland"	"24"	"2020 "	"2020"	93	6055802	1.5
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"Massachusetts"	"25"	"2020 "	"2020"	68	6893574	1.0
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"Michigan"	"26"	"2020 "	"2020"	240	9966555	2.4
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"Minnesota"	"27"	"2020 "	"2020"	175	5657342	3.1
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"Mississippi"	"28"	"2020 "	"2020"	89	2966786	3.0
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"Missouri"	"29"	"2020 "	"2020"	108	6151548	1.8
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"Montana"	"30"	"2020 "	"2020"	13	1080577	Unreliable
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"Nebraska"	"31"	"2020 "	"2020"	63	1937552	3.3
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"Nevada"	"32"	"2020 "	"2020"	52	3138259	1.7
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"New Hampshire"	"33"	"2020 "	"2020"	21	1366275	1.5
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"New Jersey"	"34"	"2020 "	"2020"	64	8882371	0.7
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"New Mexico"	"35"	"2020 "	"2020"	25	2106319	1.2
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"New York"	"36"	"2020 "	"2020"	300	19336776	1.6
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"North Carolina"	"37"	"2020 "	"2020"	156	10600823	1.5
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"Ohio"	"39"	"2020 "	"2020"	226	11693217	1.9
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"Oklahoma"	"40"	"2020 "	"2020"	427	3980783	10.7
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"Oregon"	"41"	"2020 "	"2020"	117	4241507	2.8
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"Pennsylvania"	"42"	"2020 "	"2020"	216	12783254	1.7
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"Rhode Island"	"44"	"2020 "	"2020"	19	1057125	Unreliable
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"South Carolina"	"45"	"2020 "	"2020"	181	5218040	3.5
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"South Dakota"	"46"	"2020 "	"2020"	25	892717	2.8
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"Tennessee"	"47"	"2020 "	"2020"	321	6886834	4.7
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"Texas"	"48"	"2020 "	"2020"	537	29360759	1.8
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"Utah"	"49"	"2020 "	"2020"	49	3249879	1.5
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"Vermont"	"50"	"2020 "	"2020"	29	623347	4.7
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"Virginia"	"51"	"2020 "	"2020"	133	8590563	1.5
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"Washington"	"53"	"2020 "	"2020"	214	7693612	2.8
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"West Virginia"	"54"	"2020 "	"2020"	26	1784787	1.5
	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	"Wisconsin"	"55"	"2020 "	"2020"	140	5832655	2.4
	"Hypertensive heart and renal disease, unspecified"	"I13.9"	"Alabama"	"01"	"2020 "	"2020"	51	4921532	1.0
	"Hypertensive heart and renal disease, unspecified"	"I13.9"	"California"	"06"	"2020 "	"2020"	30	39368078	0.1
	"Hypertensive heart and renal disease, unspecified"	"I13.9"	"Colorado"	"08"	"2020 "	"2020"	15	5807719	Unreliable
	"Hypertensive heart and renal disease, unspecified"	"I13.9"	"Connecticut"	"09"	"2020 "	"2020"	23	3557006	0.6
	"Hypertensive heart and renal disease, unspecified"	"I13.9"	"Florida"	"12"	"2020 "	"2020"	50	21733312	0.2
	"Hypertensive heart and renal disease, unspecified"	"I13.9"	"Georgia"	"13"	"2020 "	"2020"	29	10710017	0.3
	"Hypertensive heart and renal disease, unspecified"	"I13.9"	"Illinois"	"17"	"2020 "	"2020"	40	12587530	0.3
	"Hypertensive heart and renal disease, unspecified"	"I13.9"	"Indiana"	"18"	"2020 "	"2020"	23	6754953	0.3
	"Hypertensive heart and renal disease, unspecified"	"I13.9"	"Kentucky"	"21"	"2020 "	"2020"	30	4477251	0.7
	"Hypertensive heart and renal disease, unspecified"	"I13.9"	"Louisiana"	"22"	"2020 "	"2020"	15	4645318	Unreliable
	"Hypertensive heart and renal disease, unspecified"	"I13.9"	"Maryland"	"24"	"2020 "	"2020"	13	6055802	Unreliable
	"Hypertensive heart and renal disease, unspecified"	"I13.9"	"Michigan"	"26"	"2020 "	"2020"	55	9966555	0.6
	"Hypertensive heart and renal disease, unspecified"	"I13.9"	"Minnesota"	"27"	"2020 "	"2020"	24	5657342	0.4
	"Hypertensive heart and renal disease, unspecified"	"I13.9"	"Missouri"	"29"	"2020 "	"2020"	17	6151548	Unreliable
	"Hypertensive heart and renal disease, unspecified"	"I13.9"	"New Jersey"	"34"	"2020 "	"2020"	14	8882371	Unreliable
	"Hypertensive heart and renal disease, unspecified"	"I13.9"	"New York"	"36"	"2020 "	"2020"	31	19336776	0.2
	"Hypertensive heart and renal disease, unspecified"	"I13.9"	"North Carolina"	"37"	"2020 "	"2020"	35	10600823	0.3
	"Hypertensive heart and renal disease, unspecified"	"I13.9"	"Ohio"	"39"	"2020 "	"2020"	38	11693217	0.3
	"Hypertensive heart and renal disease, unspecified"	"I13.9"	"Pennsylvania"	"42"	"2020 "	"2020"	21	12783254	0.2
	"Hypertensive heart and renal disease, unspecified"	"I13.9"	"South Carolina"	"45"	"2020 "	"2020"	15	5218040	Unreliable
	"Hypertensive heart and renal disease, unspecified"	"I13.9"	"Tennessee"	"47"	"2020 "	"2020"	88	6886834	1.3
	"Hypertensive heart and renal disease, unspecified"	"I13.9"	"Texas"	"48"	"2020 "	"2020"	54	29360759	0.2
	"Hypertensive heart and renal disease, unspecified"	"I13.9"	"Virginia"	"51"	"2020 "	"2020"	29	8590563	0.3
	"Hypertensive heart and renal disease, unspecified"	"I13.9"	"Washington"	"53"	"2020 "	"2020"	13	7693612	Unreliable
	"Hypertensive heart and renal disease, unspecified"	"I13.9"	"Wisconsin"	"55"	"2020 "	"2020"	35	5832655	0.6
	"Other forms of angina pectoris"	"I20.8"	"California"	"06"	"2020 "	"2020"	17	39368078	Unreliable
	"Angina pectoris, unspecified"	"I20.9"	"California"	"06"	"2020 "	"2020"	26	39368078	0.1
	"Angina pectoris, unspecified"	"I20.9"	"Florida"	"12"	"2020 "	"2020"	21	21733312	0.1
	"Acute transmural myocardial infarction of unspecified site"	"I21.3"	"Texas"	"48"	"2020 "	"2020"	14	29360759	Unreliable
	"Acute subendocardial myocardial infarction"	"I21.4"	"Alabama"	"01"	"2020 "	"2020"	126	4921532	2.6
	"Acute subendocardial myocardial infarction"	"I21.4"	"Alaska"	"02"	"2020 "	"2020"	15	731158	Unreliable
	"Acute subendocardial myocardial infarction"	"I21.4"	"Arizona"	"04"	"2020 "	"2020"	165	7421401	2.2
	"Acute subendocardial myocardial infarction"	"I21.4"	"Arkansas"	"05"	"2020 "	"2020"	117	3030522	3.9
	"Acute subendocardial myocardial infarction"	"I21.4"	"California"	"06"	"2020 "	"2020"	1002	39368078	2.5
	"Acute subendocardial myocardial infarction"	"I21.4"	"Colorado"	"08"	"2020 "	"2020"	89	5807719	1.5
	"Acute subendocardial myocardial infarction"	"I21.4"	"Connecticut"	"09"	"2020 "	"2020"	90	3557006	2.5
	"Acute subendocardial myocardial infarction"	"I21.4"	"Delaware"	"10"	"2020 "	"2020"	30	986809	3.0
	"Acute subendocardial myocardial infarction"	"I21.4"	"Florida"	"12"	"2020 "	"2020"	801	21733312	3.7
	"Acute subendocardial myocardial infarction"	"I21.4"	"Georgia"	"13"	"2020 "	"2020"	205	10710017	1.9
	"Acute subendocardial myocardial infarction"	"I21.4"	"Hawaii"	"15"	"2020 "	"2020"	55	1407006	3.9
	"Acute subendocardial myocardial infarction"	"I21.4"	"Idaho"	"16"	"2020 "	"2020"	37	1826913	2.0
	"Acute subendocardial myocardial infarction"	"I21.4"	"Illinois"	"17"	"2020 "	"2020"	272	12587530	2.2
	"Acute subendocardial myocardial infarction"	"I21.4"	"Indiana"	"18"	"2020 "	"2020"	207	6754953	3.1
	"Acute subendocardial myocardial infarction"	"I21.4"	"Iowa"	"19"	"2020 "	"2020"	108	3163561	3.4
	"Acute subendocardial myocardial infarction"	"I21.4"	"Kansas"	"20"	"2020 "	"2020"	61	2913805	2.1
	"Acute subendocardial myocardial infarction"	"I21.4"	"Kentucky"	"21"	"2020 "	"2020"	185	4477251	4.1
	"Acute subendocardial myocardial infarction"	"I21.4"	"Louisiana"	"22"	"2020 "	"2020"	120	4645318	2.6
	"Acute subendocardial myocardial infarction"	"I21.4"	"Maine"	"23"	"2020 "	"2020"	52	1350141	3.9
	"Acute subendocardial myocardial infarction"	"I21.4"	"Maryland"	"24"	"2020 "	"2020"	130	6055802	2.1
	"Acute subendocardial myocardial infarction"	"I21.4"	"Massachusetts"	"25"	"2020 "	"2020"	139	6893574	2.0
	"Acute subendocardial myocardial infarction"	"I21.4"	"Michigan"	"26"	"2020 "	"2020"	321	9966555	3.2
	"Acute subendocardial myocardial infarction"	"I21.4"	"Minnesota"	"27"	"2020 "	"2020"	172	5657342	3.0
	"Acute subendocardial myocardial infarction"	"I21.4"	"Mississippi"	"28"	"2020 "	"2020"	100	2966786	3.4
	"Acute subendocardial myocardial infarction"	"I21.4"	"Missouri"	"29"	"2020 "	"2020"	108	6151548	1.8
	"Acute subendocardial myocardial infarction"	"I21.4"	"Montana"	"30"	"2020 "	"2020"	24	1080577	2.2
	"Acute subendocardial myocardial infarction"	"I21.4"	"Nebraska"	"31"	"2020 "	"2020"	51	1937552	2.6
	"Acute subendocardial myocardial infarction"	"I21.4"	"Nevada"	"32"	"2020 "	"2020"	64	3138259	2.0
	"Acute subendocardial myocardial infarction"	"I21.4"	"New Hampshire"	"33"	"2020 "	"2020"	52	1366275	3.8
	"Acute subendocardial myocardial infarction"	"I21.4"	"New Jersey"	"34"	"2020 "	"2020"	215	8882371	2.4
	"Acute subendocardial myocardial infarction"	"I21.4"	"New Mexico"	"35"	"2020 "	"2020"	56	2106319	2.7
	"Acute subendocardial myocardial infarction"	"I21.4"	"New York"	"36"	"2020 "	"2020"	434	19336776	2.2
	"Acute subendocardial myocardial infarction"	"I21.4"	"North Carolina"	"37"	"2020 "	"2020"	270	10600823	2.5
	"Acute subendocardial myocardial infarction"	"I21.4"	"North Dakota"	"38"	"2020 "	"2020"	36	765309	4.7
	"Acute subendocardial myocardial infarction"	"I21.4"	"Ohio"	"39"	"2020 "	"2020"	265	11693217	2.3
	"Acute subendocardial myocardial infarction"	"I21.4"	"Oklahoma"	"40"	"2020 "	"2020"	83	3980783	2.1
	"Acute subendocardial myocardial infarction"	"I21.4"	"Oregon"	"41"	"2020 "	"2020"	163	4241507	3.8
	"Acute subendocardial myocardial infarction"	"I21.4"	"Pennsylvania"	"42"	"2020 "	"2020"	356	12783254	2.8
	"Acute subendocardial myocardial infarction"	"I21.4"	"Rhode Island"	"44"	"2020 "	"2020"	37	1057125	3.5
	"Acute subendocardial myocardial infarction"	"I21.4"	"South Carolina"	"45"	"2020 "	"2020"	234	5218040	4.5
	"Acute subendocardial myocardial infarction"	"I21.4"	"South Dakota"	"46"	"2020 "	"2020"	24	892717	2.7
	"Acute subendocardial myocardial infarction"	"I21.4"	"Tennessee"	"47"	"2020 "	"2020"	202	6886834	2.9
	"Acute subendocardial myocardial infarction"	"I21.4"	"Texas"	"48"	"2020 "	"2020"	747	29360759	2.5
	"Acute subendocardial myocardial infarction"	"I21.4"	"Utah"	"49"	"2020 "	"2020"	28	3249879	0.9
	"Acute subendocardial myocardial infarction"	"I21.4"	"Vermont"	"50"	"2020 "	"2020"	19	623347	Unreliable
	"Acute subendocardial myocardial infarction"	"I21.4"	"Virginia"	"51"	"2020 "	"2020"	246	8590563	2.9
	"Acute subendocardial myocardial infarction"	"I21.4"	"Washington"	"53"	"2020 "	"2020"	255	7693612	3.3
	"Acute subendocardial myocardial infarction"	"I21.4"	"West Virginia"	"54"	"2020 "	"2020"	105	1784787	5.9
	"Acute subendocardial myocardial infarction"	"I21.4"	"Wisconsin"	"55"	"2020 "	"2020"	237	5832655	4.1
	"Acute subendocardial myocardial infarction"	"I21.4"	"Wyoming"	"56"	"2020 "	"2020"	16	582328	Unreliable
	"Acute myocardial infarction, unspecified"	"I21.9"	"Alabama"	"01"	"2020 "	"2020"	1555	4921532	31.6
	"Acute myocardial infarction, unspecified"	"I21.9"	"Alaska"	"02"	"2020 "	"2020"	97	731158	13.3
	"Acute myocardial infarction, unspecified"	"I21.9"	"Arizona"	"04"	"2020 "	"2020"	1734	7421401	23.4
	"Acute myocardial infarction, unspecified"	"I21.9"	"Arkansas"	"05"	"2020 "	"2020"	2817	3030522	93.0
	"Acute myocardial infarction, unspecified"	"I21.9"	"California"	"06"	"2020 "	"2020"	9494	39368078	24.1
	"Acute myocardial infarction, unspecified"	"I21.9"	"Colorado"	"08"	"2020 "	"2020"	919	5807719	15.8
	"Acute myocardial infarction, unspecified"	"I21.9"	"Connecticut"	"09"	"2020 "	"2020"	614	3557006	17.3
	"Acute myocardial infarction, unspecified"	"I21.9"	"Delaware"	"10"	"2020 "	"2020"	219	986809	22.2
